Age Certification,Description,Genres,Id,Imdb Id,Production Countries,Release Year,Title,Type,Imdb Score,Imdb Votes,Runtime,Seasons,Tmdb Popularity,Tmdb Score
,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",['drama'],tm55091,tt0095945,['US'],1988,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,7.2,144,100,,2.246,8
TV-PG,"High Risk is a program aired by the CBS television network as part of its 1988 fall lineup.

The genesis of High Risk was a 1988 strike by members of both the Writers Guild of America, East and Writers Guild of America, west against the Alliance of Motion Picture and Television Producers. Unable to produce regular, scripted series, programs such as High Risk were put together to serve as replacements under fear of a two-year lockout.

The CBS 100% in-house production featured ""high-risk"" stunts and jobs such as Border Patrol agent, automobile repo men, cave explorers, and thrilling roller-coaster testers.

Intended as a two-year commitment, strike or no strike, High Risk received unanimous condemnations and was cancelled after being presented for one night. The show was hosted by Wayne Rogers.",['comedy'],ts63001,tt5944220,['US'],1988,High Risk,SHOW,3.8,6,50,1,1.4,
,"Muqaddar ka Faisla, is the story of Pandit Krishna Kant. A poor, but extremely honest, upright, God-fearing man, who refuses to compromise on his principles.","['action', 'comedy', 'drama', 'family']",tm311264,tt0239682,['IN'],1987,Muqaddar Ka Faisla,MOVIE,4.8,69,172,,2.236,
,"In order to assist her close friend, Rajni Thakur, Geeta Choudhary, has an abortion in her name, so that Rajni can get married. When her secret gets leaked out, Geeta's husband, Ashok, blames her, accuses her of being unfaithful, and drives her out of his house. They have twins, Sunil and Anil, and each parent is allowed custody of one child. The children meet each other at Scout camp, and decide to re-unite their parents, without realizing that they are exposing not only them, but also each other, to danger and death.","['drama', 'action']",tm411457,tt0358053,['IN'],1986,Pyar Ke Do Pal,MOVIE,6.1,66,125,,1.756,
,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.","['romance', 'drama', 'action']",tm172482,tt0170148,['IN'],1984,Sohni Mahiwal,MOVIE,6.1,297,160,,6.052,5.8
,"Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.","['family', 'romance']",tm419052,tt0379272,['IN'],1983,Ek Jaan Hain Hum,MOVIE,6.3,70,151,,0.986,7
,"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suï¬€ers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlesslyâ€”with healthy doses of cleverly  absurdist fantasyâ€”as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.","['drama', 'fantasy']",tm47673,tt0084042,['EG'],1982,An Egyptian Story,MOVIE,7.3,1126,129,,1.77,6.7
,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped.","['war', 'drama', 'european']",tm52274,tt0084492,"['FR', 'LB']",1982,The Little Wars,MOVIE,6.3,152,108,,1.956,5.5
,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,['drama'],tm147829,tt0100848,['US'],1990,Unspeakable Acts,MOVIE,6.1,464,100,,2.075,5.3
TV-PG,"A reality show contest where sixteen or more castaways split between two or more â€œTribesâ€ are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for â€œImmunityâ€, forcing the other tribe to attend â€œTribal Councilâ€, where they must vote off one of their players.",['reality'],ts20981,tt0239195,['US'],2000,Survivor,SHOW,7.4,24687,48,42,54.19,7.4
PG-13,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.","['thriller', 'action']",tm107744,tt0117060,['US'],1996,Mission: Impossible,MOVIE,7.1,420673,110,,41.115,6.9
TV-PG,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.","['scifi', 'drama', 'action']",ts22176,tt0118480,"['CA', 'US']",1997,Stargate SG-1,SHOW,8.4,90196,44,10,88.851,8.3
R,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['crime', 'thriller', 'drama']",tm15897,tt0114369,['US'],1995,Se7en,MOVIE,8.6,1606270,127,,51.633,8.352
TV-Y7,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a PokÃ©mon Master.","['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",ts21223,tt14053732,['JP'],1997,PokÃ©mon,SHOW,7.4,198,22,25,115.356,7.633
R,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",['drama'],tm191013,tt0118749,['US'],1997,Boogie Nights,MOVIE,7.9,261563,156,,20.436,7.6
PG-13,"A man with a low IQ has accomplished great things in his life and been present during significant historic eventsâ€”in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","['drama', 'romance']",tm122434,tt0109830,['US'],1994,Forrest Gump,MOVIE,8.8,2021343,142,,63.449,8.478
R,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","['crime', 'comedy']",tm25947,tt0208092,"['US', 'GB']",2000,Snatch,MOVIE,8.3,841435,103,,25.203,7.8
R,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.","['thriller', 'drama', 'crime']",tm43808,tt0134119,['US'],1999,The Talented Mr. Ripley,MOVIE,7.4,207524,139,,13.78,7.2
TV-14,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!","['animation', 'action', 'comedy', 'drama', 'fantasy']",ts20339,tt0388629,['JP'],1999,One Piece,SHOW,8.8,117129,23,21,143.457,8.764
TV-14,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.","['reality', 'comedy', 'drama', 'scifi']",ts5145,tt6274074,['US'],1998,The Challenge,SHOW,7.8,3362,40,37,18.075,7.7
PG-13,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancÃ©. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its deathâ€”on its first and last voyageâ€”on April 15, 1912.","['drama', 'romance']",tm191110,tt0120338,['US'],1997,Titanic,MOVIE,7.9,1146825,194,,155.683,7.878
TV-14,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.","['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",ts34435,tt0213338,['JP'],1998,Cowboy Bebop,SHOW,8.9,115448,25,1,35.402,8.522
